index,y_pred
288,0.2300240305671765
289,0.1874216093789053
290,0.1807334080459474
291,0.09436413813742021
292,0.19640868480658177
293,0.17965626978627347
294,0.19999531955614497
295,0.0522519472956964
296,0.2643164016269236
297,0.1072624124614803
298,0.11883885284149397
299,0.12020232786851315
300,0.2657812526268979
301,0.19602857720651962
302,0.1955827366429137
303,0.1853872183599912
304,0.20295413242210658
305,0.11444393314096088
306,0.22130486247303507
307,0.16927446100649618
308,0.19536380460526168
309,0.9274997190309691
310,0.28633488957258074
311,0.9209489478942965
312,0.1503102013528549
313,0.28213410477355283
314,0.8493130187622836
315,0.2602927409214079
316,0.32148378447096193
317,0.5008929096685885
318,0.165615289884288
319,0.18950747246903407
320,0.34835553170202405
321,0.24712378047539624
322,0.9282192455329209
323,0.06979590343497799
324,0.15457323414168747
325,0.1307351647792955
326,0.19211069918377383
327,0.1324130660703316
328,0.15882871433251222
329,0.32600746955665144
330,0.37191907441127264
331,0.022745899795291295
332,0.21182205155591216
333,0.1459993252867379
334,0.18487030901654225
335,0.17294393373755101
336,0.6075666666666667
337,0.10720163198144331
338,0.17967757684362237
339,0.20188686480917498
340,0.42847935022880695
341,0.20634240857123515
342,0.2932573925326353
343,0.3367976540628914
344,0.2543828807946837
345,0.4607827380952381
346,0.1672508082825229
347,0.2834284725424439
348,0.20917471708669655
349,0.2421380176669717
350,0.9742103663729638
351,0.09586887659695614
352,0.21792399390512807
353,0.9647786988536946
354,0.7576565277110248
355,0.34107687695876376
356,0.9831743102409838
357,0.7034092007657935
358,0.20958494595276408
359,0.1728627843860288
360,0.2966863049153717
361,0.7920443793430064
362,0.23820997809183658
363,0.25312240948182957
364,0.2589446737569621
365,0.31419194543922446
366,0.16847494666015886
367,0.40453255698623186
368,0.1395897727886829
369,0.9536532807625235
370,0.2809809417516571
371,0.14628904970491394
372,0.2462306895975196
373,0.3028717225813019
374,0.22480119523948527
375,0.3603938157926148
376,0.41819112949682513
377,0.30116652789913645
378,0.1987684427064893
379,0.998893326696882
380,0.35881143915363817
381,0.8102660587157188
382,0.2276441986973185
383,0.17404660896707505
384,0.34053588813823027
385,0.14888347249625647
386,0.13496712366848312
387,0.33603011891948426
388,0.2845067962963162
389,0.2726060521012351
390,0.2370382536445125
391,0.4719664102593204
392,0.26919886959304695
393,0.1523803986138702
394,0.1873746464679237
395,0.25924815603246043
396,0.1854868151102819
397,0.24215470672559414
398,0.31308927940694653
399,0.9928459769588066
400,0.195678740271105
401,0.9758254361329005
402,0.960388006213002
403,0.6169477481600607
404,0.20868022686589693
405,0.8332741987179486
406,0.16632417429818072
407,0.10949205973805361
408,0.9702053613974256
409,0.14306865798054413
410,0.4024209002595236
411,0.9884634216874539
412,0.13173073069646743
413,0.9833546551544466
414,0.22263003034680837
415,0.7062604594404572
416,0.1888056210712078
417,0.12816620671382514
418,0.9480626431071468
419,0.894124661912162
420,0.20701925878371857
421,0.16471287692435635
422,0.1489486458455559
423,0.8531165398506526
424,0.22546778715369
425,0.23742827844100578
426,0.25205434346658445
427,0.15714122194919933
428,0.9697653161181294
429,0.10353332970771609
430,0.25134181055745386
431,0.5543832935031796
432,0.9048585860131138
433,0.39341549335267784
434,0.16519657040879968
435,0.9778713353108671
436,0.1675919337226911
437,0.8651711471233444
438,0.3318055797796541
439,0.12460810859417598
440,0.1016876920778738
441,0.7163829550051328
442,0.14217803962041026
443,0.49657878762319557
444,0.22775709448679077
445,0.5860712446417882
446,0.19015419273658085
447,0.2413730720338313
448,0.16349133427412008
449,0.25410993365114876
450,0.6939444738847013
451,0.20454074171750683
452,0.1838796538362681
453,0.26111726410678804
454,0.9777387041803778
455,0.18517119452873831
456,0.12026702564432157
457,0.9483241654739953
458,0.09900964064769088
459,0.22456688972432365
460,0.11990543287983811
461,0.21277535735567873
462,0.9507078944186799
463,0.708923994949121
464,0.030599598861378884
465,0.17270012185667694
466,0.7777206983706689
467,0.6985907502606371
468,0.2572577661153273
469,0.25485517444632694
470,0.20106961401996915
471,0.17757476818530177
472,0.29426297555583303
473,0.08455641494763773
474,0.9715498427162673
475,0.09992543769174062
476,0.17998480897984406
477,0.4688535685969352
478,0.7363707062141862
479,0.21174064927948508
480,0.9281252230923428
481,0.2112200109964596
482,0.15563219275546114
483,0.30064440205974274
484,0.699838857649936
485,0.5819448442350366
486,0.19023343823875663
487,0.1727374098042153
488,0.18319667767207762
489,0.23833004566217753
490,0.40794267674541457
491,0.1091715792965389
492,0.1787785164429446
493,0.9377931192760323
494,0.14082169358025617
495,0.945977434550332
496,0.9645549846984228
